tour,spring,summer,autumn,winter
덕동산근린공원,1,1,1,0
문수계곡,0,1,0,0
백두대간생태교육장,1,1,1,1
봉수대공원,1,1,1,0
서산공원,1,0,1,0
손흥민체육공원,1,1,0,0
안산문화광장,1,0,1,1
영랑호습지생태공원,0,1,1,0
오산해수욕장,0,1,0,0
온천공원,1,1,1,1
울산왜성,1,1,1,0
원당계곡,0,1,0,0
철쭉동산,1,0,0,0
칠성계곡,0,1,1,0
하맹방해수욕장,0,1,1,0
할미산성,1,1,0,0
향가유원지,1,1,1,0
곡교천시민체육공원,0,1,1,0
관악산생태공원,1,1,1,0
국립신암선열공원,1,1,0,1
능골공원,1,1,1,0
두꺼비생태공원,0,1,1,0
둔철산,1,1,1,0
마복산목재문화체험장,1,1,1,0
문래공원,1,1,1,0
방아다리공원,1,1,1,0
백로주유원지,0,1,1,0
뱅뱅이골기찬랜드,0,1,0,0
부곡체육공원,1,1,1,0
손기정공원,1,1,1,0
솔개공원,1,1,1,0
쌍용공원,1,0,1,0
웅천해수욕장,1,1,0,0
원당산공원,1,1,0,0
원미공원,1,1,1,0
조천만세동산,1,0,1,0
지지계곡,0,1,0,0
진해용추폭포,0,1,0,0
통일공원,1,1,1,1
하나개유원지,1,1,1,0
백수해안공원,0,1,1,0
만세공원,0,1,1,0
계남공원,1,0,1,0
남양주유기농테마파크,1,1,1,0
넘은들공원,1,1,0,1
보련산,1,1,0,1
사목해수욕장,0,1,1,0
살둔계곡,0,1,0,0
샘터유원지,0,1,0,0
안중근공원,1,1,1,1
열두개울계곡,0,1,0,0
용산역광장,1,1,0,1
응봉근린공원,1,1,1,0
팔공산도립공원,0,1,1,0
학운공원,1,1,1,0
희망공원,0,1,0,0
고려성,0,1,0,1
가산수변공원,1,1,1,0
나루공원,1,0,1,0
도깨비공원,1,1,1,1
만성리해수욕장,1,1,0,1
민주화운동기념공원,1,1,1,0
불갑저수지수변공원,0,1,1,0
사창해수욕장,1,1,1,0
사천읍성,0,1,1,0
설운체육공원,1,1,0,0
애기소계곡,0,1,0,0
여월농업공원,1,1,1,0
주전해수욕장,1,1,1,0
천안생활체육공원,1,1,1,0
흰돌메공원,1,1,0,0
5.18자유공원,1,1,1,0
가로공원,1,1,1,0
강촌유원지,1,1,1,0
고달사지,1,1,1,0
노량진근린공원,1,1,1,0
둔전계곡,0,1,0,0
물맞이공원,1,1,1,0
반곡유원지,1,1,0,0
백만송이장미원,1,0,0,0
백바위해수욕장,1,1,1,0
보광산,1,1,1,0
불고기팜농어촌테마공원,1,1,1,0
삼학도공원,1,0,1,0
상원골계곡,0,1,0,0
솔안공원,1,1,1,0
신리천공원,1,1,1,0
아중체련공원,1,1,1,0
양지근린공원,1,1,1,0
오초오초,1,1,1,1
용수계곡,1,1,0,0
죽계구곡,0,1,1,0
진리해변,0,1,0,0
화서공원,1,0,1,0
시간공원,0,1,1,0
박달산,1,1,1,0
가라산,1,0,1,1
계양공원,1,1,1,0
계양교통공원,0,1,1,0
관문체육공원,1,1,1,0
동구리호수공원,1,1,1,0
두륜미로파크,0,1,1,0
망운산,1,1,1,0
서울농장,1,1,0,0
오장폭포,1,1,1,0
월평공원,1,1,1,1
장군봉근린공원,1,1,0,0
종자산,1,1,1,0
팔랑폭포,0,1,0,0
함안군승마공원,1,1,0,0
꽃무릇공원,0,0,1,0
각흘산,0,1,1,0
공주훼미리랜드,1,1,1,0
구덕문화공원,1,1,1,0
기룡산,0,1,1,0
낭도해수욕장,0,1,0,0
대금산,1,0,0,0
대나무골테마공원,0,1,1,0
샘머리공원,1,1,1,0
설성공원,0,1,1,0
신촌공원,1,1,1,0
옥화9경,1,1,1,0
철당간,1,0,0,0
타자고,0,1,0,0
태봉공원,0,1,1,0
화정공원,1,1,1,0
내린천계곡,0,1,0,0
반달공원,1,1,0,0
부산지방공단스포원,1,1,1,1
새마을공원,1,1,1,0
성라공원,1,0,0,0
소금정공원,1,1,1,0
수룡계곡,0,1,0,0
안흥성,1,1,1,0
옥마산,1,1,1,0
응암공원,1,1,1,0
임고강변공원,1,0,0,0
장복산조각공원,1,1,0,0
장승다담공원,1,1,1,0
죽도봉공원,0,1,1,0
천봉산,1,1,1,1
공릉천문화체육공원,1,1,1,0
구팔일파크,1,1,1,1
둔산공원,1,1,1,0
밤가시공원,1,1,0,0
별천계곡,0,1,0,0
분수공원,1,1,0,0
삼정해수욕장,0,1,0,0
상해계곡,0,1,0,0
서울색공원,1,1,1,0
시천공원,1,1,1,0
쌍폭포,0,1,1,0
양지체육공원,1,1,0,0
오남체육공원,1,1,0,1
우천자연발생유원지,0,1,0,0
원평해변,1,1,0,0
이문안호수공원,1,1,1,0
임원해수욕장,0,1,0,0
자연공원,1,1,1,0
저두해수욕장,1,1,0,1
천마공원,1,1,0,1
청평사계곡,0,1,0,0
황새울공원,1,0,0,0
만뢰산,1,1,1,0
경주월드리조트,1,1,1,1
구월체육공원,1,1,0,1
대머리공원,1,1,1,1
땀띠공원,0,1,1,0
만연산,1,0,1,0
방죽공원,1,0,0,1
산호공원,0,0,1,0
설흘산,1,1,1,0
응봉공원,1,0,1,0
일광이천생태공원,1,1,1,0
자산공원,1,1,1,0
장암산,0,1,1,1
증평공원,1,1,1,0
흑석산,1,1,1,1
가야산역사신화공원,0,1,1,0
교룡산성,1,1,1,0
금오산성,1,1,0,1
나주철도공원,0,1,1,0
둔덕산,1,1,1,0
망포공원,1,1,1,0
문학장미공원,1,1,0,0
사자산,1,1,1,0
수태골계곡,0,1,0,0
용서폭포,1,1,0,0
자양보유원지,0,1,1,0
작전공원,1,1,0,0
제황산공원,1,0,1,0
팔거산성,1,1,0,0
풍류해수욕장,1,1,1,0
장사상륙작전전승기념공원,1,1,1,0
금강스포츠공원,1,1,1,1
능내공원,1,1,1,0
능안생태공원,1,1,1,0
다리유원지,0,1,0,0
바다공원,1,1,1,0
상신계곡,0,1,0,0
소돌해수욕장,0,1,0,0
송현공원,1,1,1,0
승달산,1,0,1,1
어울림공원,1,1,1,0
여주농촌테마공원,1,1,1,0
영광생활체육공원,1,1,0,0
와우생태호수공원,0,1,1,0
월천해수욕장,0,1,0,0
위례산,1,1,1,0
유천생태습지공원,1,1,1,0
장준하공원,0,1,1,0
조항산,1,1,1,0
청량산도립공원,0,1,1,0
큰산,1,1,1,1
효성공원,1,1,1,0
경신하늘뜰공원,1,0,1,1
고천체육공원,1,1,1,0
금강랜드,1,1,1,0
남열해수욕장,1,1,1,0
덕구계곡,0,1,0,0
덕정공원,1,1,1,0
동고산성,1,1,1,1
두레봉공원,1,1,1,0
몽여해변,0,1,1,0
배다리공원,1,0,0,0
부아산,1,1,1,0
새만금비응공원,0,1,1,0
수영환경공원,1,1,1,0
신암공원,1,1,0,1
아암도해안공원,0,1,1,0
와우공원,1,1,1,1
우리어린이공원,0,1,0,0
종포해양공원,0,1,1,0
효종대왕릉,0,1,1,0
관룡산,1,0,1,1
광치계곡,0,1,0,0
금빛공원,1,1,1,0
낙원공원,1,0,1,1
노자산,1,0,0,0
늘푸른공원,1,1,1,0
대탄해변,1,1,1,0
박달재목각공원,0,1,1,0
반룡산공원,1,1,1,0
봉명산,1,1,1,1
상방공원,0,0,1,1
상원계곡,0,1,0,0
새적굴공원,1,1,1,0
선형의숲,1,1,1,0
소담공원,1,1,1,0
용문생활체육공원,1,1,1,0
운림삼별초공원,1,1,1,1
응천공원,1,1,1,0
자연생태공원,1,1,1,0
장산공원,1,1,1,0
장유체육공원,1,0,1,0
중앙탑공원,1,1,1,0
천반산,1,1,1,0
효행공원,1,1,1,0
황금폭포,0,1,1,0
경안근린공원,1,1,1,0
경희궁공원,1,1,1,0
기사문해수욕장,1,1,0,0
능허대공원,1,1,1,0
대원공원,1,1,1,0
대화레포츠공원,1,1,0,0
대흥사계곡,0,1,0,0
뚜라조각공원,0,1,1,0
레포츠공원,1,1,1,0
말미산,0,1,0,0
명지폭포,1,1,0,0
반천계곡,0,1,0,0
밤골계곡,0,1,0,0
방배근린공원,1,1,1,0
백석어린이교통공원,1,1,1,0
부흥공원,1,1,1,0
소두방공원,1,0,1,0
솔내공원,0,1,0,0
어답산,1,1,0,0
운달계곡,1,1,0,0
은하수물길공원,1,1,0,0
적갑산,1,1,1,0
중덕지자연생태공원,0,1,1,0
초곡해수욕장,1,1,0,0
푸름유원지,0,1,1,0
해바라기공원,0,1,1,0
운포공원,0,1,1,0
구마계곡,0,1,0,0
굴혈포해수욕장,0,1,1,0
냉천공원,0,1,1,0
노해근린공원,1,1,1,0
능수버들공원,1,1,1,0
대미산,1,1,1,1
도곡근린공원,1,1,0,0
동탄선납숲공원,1,1,1,0
마애여래좌상,1,1,0,0
무성산,1,1,1,0
무이산,1,0,1,1
발곡근린공원,0,1,0,1
백우산,0,1,0,0
보훈공원,1,1,0,0
상당공원,1,0,1,1
서수원체육공원,1,1,0,0
세렴폭포,1,1,1,0
용동해수욕장,0,1,1,0
증산공원,1,1,1,0
청수공원,1,1,1,0
한신계곡,0,1,1,0
망경산,1,1,1,0
경포랜드,0,1,1,1
구룡공원,0,0,0,1
다리안폭포,1,1,1,0
도농체육공원,1,1,1,0
두정공원,1,1,1,0
몰운대유원지,1,1,1,0
문원체육공원,1,1,0,0
밀양대공원,1,0,1,0
밧지름해변,1,1,1,0
불광산,0,1,1,1
삼의계곡,0,1,0,0
안태공원,1,0,1,0
옥녀봉체육공원,1,1,0,0
옻골동산,1,1,1,0
우리들공원,1,0,1,0
은평평화공원,0,1,1,1
죽림폭포공원,0,1,1,0
칠랑이계곡,0,1,0,0
가령산,1,1,1,0
가산공원,1,1,1,0
계산체육공원,1,0,1,0
과천중앙공원,1,1,1,0
광교산체육공원,1,1,1,0
구룡사계곡,0,1,0,0
금봉,0,1,0,1
덕산체육공원,1,1,1,0
맑음터공원,1,0,0,0
배실공원,1,1,1,0
상록해수욕장,1,1,1,0
성저공원,1,1,1,0
솔마루공원,1,0,1,0
용암산,1,0,1,1
원안해수욕장,1,1,1,0
진천공원,1,1,1,0
천방산,1,1,1,0
청룡공원,1,1,1,0
청암계곡,0,1,0,0
테미공원,1,0,0,0
하계어린이공원,1,1,1,0
화산생태공원,1,1,1,0
갈뫼공원,1,1,1,0
광주시민공원,1,1,1,0
구만동계곡,0,1,0,0
구봉산근린공원,1,1,1,0
국화도해수욕장,0,1,0,0
꽃보라동산,1,0,0,0
덕원해수욕장,1,1,1,0
돌둥지유원지,0,1,0,0
사미정계곡,0,1,0,0
상무공원,1,1,1,0
속리산조각공원,0,1,0,0
송도누리공원,1,1,1,0
수정산,1,0,1,0
알미공원,1,1,1,0
열두개울유원지,0,1,0,0
영통중앙공원,1,1,1,0
옥계유원지,0,1,0,0
용기공원,0,1,0,0
우이동유원지,1,1,0,0
은데미공원,1,1,1,0
진평왕릉,1,0,1,0
태백체험공원,1,1,1,1
풀빛,1,1,1,0
허굴산,1,0,1,1
거금생태숲,0,1,1,0
고루포기산,1,0,0,1
고병계곡,0,1,0,0
곡달계곡,0,1,0,0
남한산계곡,0,1,0,0
남한산성유원지,1,1,0,0
달서구공원,1,1,1,0
동춘당공원,1,0,1,0
마대산,1,1,1,1
만어산,0,1,0,0
명일근린공원,1,1,1,0
모전공원,1,1,1,0
미타산,0,1,1,1
바람개비공원,1,1,1,0
백족산,1,0,0,1
보은산,1,1,1,1
선사유적공원,1,0,1,0
성수산,1,1,1,0
습지공원,1,1,1,0
영마루공원,1,1,1,0
오시아노해수욕장,1,1,0,0
유달유원지,1,1,1,0
은평공원,1,1,1,0
창천근린공원,1,1,1,0
첨찰산,1,1,1,1
초호쉼터,1,0,1,0
강촌출렁다리공원,0,1,1,0
관아공원,0,1,1,0
금촌체육공원,1,1,0,0
남전계곡,1,1,0,0
단대공원,1,1,1,0
도라산평화공원,1,1,1,0
동막유원지,0,1,0,0
두무산,1,1,1,1
무주채폭포,1,1,0,0
삼계계곡,0,1,0,0
선암사계곡,0,1,0,0
송내공원,1,1,0,0
수향원,1,1,1,0
에버그린파크,1,1,1,0
영산전,1,1,1,0
웅천읍성,1,0,0,0
주암산,1,1,0,1
천마근린공원,1,1,1,0
첨단근린공원,0,1,1,0
칠갑산도립공원,1,1,1,0
칠성산,0,1,1,1
팔달공원,1,0,1,0
뜬봉샘생태공원,0,1,1,0
강천산계곡,0,1,0,0
금단산,1,1,1,0
내손체육공원,1,1,1,0
능안공원,1,1,1,0
도곡공원,1,1,1,0
도담공원,1,0,1,0
두물수변공원,0,1,1,0
두타산성,0,1,1,0
머드광장,1,1,1,0
물향기공원,1,1,1,0
바랑산,1,1,1,1
방배공원,1,1,1,0
배산체육공원,1,0,1,0
백마강생활체육공원,0,1,1,0
비룡산,1,0,1,1
성덕왕릉,1,1,1,0
숙암계곡,0,1,0,0
승학체육공원,1,1,1,0
신정호유원지,1,1,1,0
안골유원지,1,1,0,0
영덕레스피아,1,0,1,0
영랑호수공원,1,0,1,0
옥정호수변공원,0,1,1,0
육백산,1,1,1,0
의신계곡,0,1,0,0
중보들공원,1,1,0,0
철마체육공원,1,1,1,1
칠갑산장승공원,0,1,1,0
탁사정계곡,0,1,0,0
윗골공원,1,1,1,0
지산공원놀이터,0,1,1,0
갈은구곡,1,1,0,0
고래산,1,1,1,1
고성소을비포성지,0,1,1,0
남산근린공원,1,1,0,0
대월놀이공원,0,1,1,0
도당공원,1,1,0,0
두에기해수욕장,1,1,0,0
둘리공원,1,1,1,0
무궁화테마공원,1,1,1,0
미래지농촌테마공원,0,1,1,0
봉좌산,1,0,1,1
분황사석탑,1,0,1,0
삼척자연생태공원,1,1,0,0
상희공원,1,1,1,0
송이공원,1,1,1,0
수렴동계곡,0,1,1,0
신사근린공원,1,0,1,0
억산,1,1,1,0
연암물레방아공원,0,1,1,0
용정공원,1,1,1,0
웰빙환경,0,1,1,1
정각산,1,1,0,1
종묘광장공원,1,1,1,0
죽전공원,1,1,1,0
진부령계곡,0,1,0,0
창원대산플라워랜드,1,1,1,0
천안시민체육공원,1,0,0,0
화엄사계곡,0,1,0,0
활기체육공원,1,1,1,0
가평화랑유원지,1,1,0,0
갯벌생태공원,1,0,1,0
남해공원,1,1,1,0
농성공원,1,1,1,0
다도해일출공원,0,1,0,0
도리포유원지,1,1,1,0
도토리공원,1,1,0,0
두륜산도립공원,0,1,1,0
서봉사계곡,0,1,0,0
석남체육공원,1,1,1,0
성호공원,1,0,0,0
앙성온천광장,0,1,1,0
역전근린공원,1,1,1,0
영월공원,1,1,1,0
용정산림공원,1,1,1,0
월롱시민공원,1,1,1,0
장수공원,1,1,1,0
장안산군립공원,0,1,1,0
청룡인공폭포,0,1,1,0
탄현공원,1,1,0,0
풍혈냉천,0,1,0,0
하서해안공원,1,1,1,0
항골계곡,0,1,0,0
현암지구공원,0,1,1,0
우로지자연생태공원,1,1,1,0
가족농원유원지,1,1,1,0
광명시어린이교통공원,1,1,1,0
구의공원,1,1,1,0
금관총금관,0,0,1,0
노성산성,1,1,1,0
능원이해변,0,1,1,0
달천공원,1,1,1,0
대조공원,1,1,1,0
도수암계곡,0,1,0,0
망경대산,1,1,1,1
발산공원,1,1,1,0
산장유원지,1,1,1,0
송평해수욕장,1,1,1,0
수리공원,1,1,1,0
시궁산,1,1,1,0
신대레포츠공원,1,1,1,0
앵산,1,1,1,1
옥천공원,1,0,1,0
원봉공원,0,1,1,1
원신근린공원,1,1,0,0
의림지솔밭공원,1,1,0,0
장곡해수욕장,1,1,1,0
장안근린공원,0,1,1,1
장흥폭포,0,1,0,0
제왕산,0,1,0,1
좌방산,1,1,0,0
칠현산,1,0,0,1
태현공원,1,1,1,0
통일안보공원,1,1,1,0
한내근린공원,1,1,0,0
가덕산,1,1,1,0
고동산,1,1,1,0
궁동근린공원,1,0,0,1
기업사랑공원,1,0,1,0
꽃빛공원,1,0,1,1
나래공원,1,0,1,0
돌틈이해수욕장,0,1,0,0
명릉,1,0,1,1
목동유원지,1,1,1,0
비목공원,0,1,0,1
산현공원,1,1,1,0
삼길포해수욕장,0,1,0,0
상트페테르부르크광장,0,1,1,0
신정호공원,1,1,1,0
안곡습지공원,1,0,1,0
영창대군묘,0,1,1,0
오미산,1,1,0,0
온천천시민공원,1,0,0,0
우면산자연생태공원,1,1,1,0
웅천해변공원,1,1,1,0
장기공원,1,1,1,0
중앙근린공원,1,1,1,0
푸른계곡,0,1,0,0
한재밑해수욕장,0,1,0,0
현충근린공원,1,1,1,0
황산문화체육공원,1,1,1,0
희방계곡,0,1,0,0
갈라산,1,0,1,1
갈산근린공원,1,1,0,1
교동읍성,1,1,1,0
구봉공원,1,1,1,0
구송정유원지,0,1,1,0
놀이터공원,1,1,1,0
도적폭포,0,1,0,0
도화공원,1,1,1,0
동산공원,1,0,1,0
명봉사계곡,0,1,0,0
봉덕계곡,0,1,0,0
봉암해수욕장,0,1,1,0
사동공원,1,1,1,0
삼거리공원,1,0,1,0
석바위공원,1,1,1,0
석병산,0,0,0,1
선부광장,1,1,1,0
성죽공원,1,1,0,0
수월폭포,0,1,0,0
시흥월곶에코피아,0,0,0,1
신세계공원,1,1,1,1
야생화단지,1,0,1,0
양수리환경생태공원,0,1,1,0
영천강변체육공원,1,1,1,0
오가낭뜰근린공원,0,1,1,0
장산폭포,0,1,0,0
지천구곡,0,1,0,0
칠천량해전공원,1,1,1,0
한실공원,1,0,1,0
한탄임진강지질공원,1,1,1,0
현릉,1,0,1,1
현충공원,1,1,0,0
흥덕중앙공원,1,1,1,0
몽계폭포,0,1,0,0
좌구산캠핑공원,0,1,1,0
가양비래공원,1,1,0,0
강상체육공원,1,1,1,0
강재구공원,0,1,1,0
금전산,1,0,1,1
남원큰엉해안,1,1,1,1
노동계곡,0,1,0,0
당고개공원,1,1,1,0
대산계곡,0,1,0,0
덕흥해수욕장,1,1,0,0
도두봉공원,1,1,1,1
도원체육공원,1,0,1,0
동북공심돈,1,1,1,0
두밀계곡,1,1,0,0
두승산,1,0,1,1
마이산도립공원,1,1,1,0
명교해수욕장,1,1,0,0
명학공원,1,1,1,0
문산체육공원,1,1,1,0
봉곡테마공원,0,1,1,0
부흥해변,0,1,1,0
북배산,1,1,1,0
산기슭공원,1,1,1,1
삽교호바다공원,1,1,1,0
상록수공원,1,1,1,0
상현공원,1,1,1,0
서천레스피아,1,1,1,0
석문산,1,0,0,0
성주공원,1,1,1,0
셰프라인월드,0,1,1,1
솔빛공원,1,1,1,0
수정산가족체육공원,1,1,1,0
양산해변,0,1,1,0
연꽃공원,1,1,1,0
영해공원,1,1,1,0
오갑산,1,1,0,1
올산,1,1,0,0
원릉,1,0,1,1
을미기공원,1,0,1,0
작성산,1,1,1,0
중앙체육공원,1,0,1,0
창원농업테마파크,1,1,0,0
천전리각석계곡,0,1,0,0
천태공원,1,1,1,0
푸른길공원,1,1,1,0
한빛공원,1,1,1,0
한솔공원,1,1,1,0
향남화합공원,1,1,1,0
허균허난설헌기념공원,1,0,1,1
현대원서공원,1,0,0,0
홀통유원지,1,1,1,0
희망의숲,1,1,1,0
흰작살해수욕장,0,1,0,0
견훤산성,0,0,1,0
경덕왕릉,1,1,1,0
고파도해수욕장,0,1,1,0
고포해수욕장,0,1,0,0
임진성,1,0,1,1
구룡소,1,1,1,0
금릉경포대,0,1,0,0
금정공원,1,0,1,0
누리공원,1,0,1,0
덕신소공원,1,1,0,0
동강생태공원,1,1,1,0
동대문성곽공원,0,1,1,1
동산포해수욕장,0,1,0,0
망골공원,1,1,1,0
매봉공원,1,0,1,1
백양공원,1,1,1,0
봉산공원,0,0,1,1
부엉공원,1,1,1,0
부천레포츠공원,1,1,1,0
삼계근린공원,1,1,1,0
소리공원,1,1,1,0
수랑공원,1,0,0,0
수지근린공원,1,1,0,0
시목해수욕장,0,1,0,1
신림공원,1,1,1,0
옥포조각공원,1,1,1,0
우이동만남의광장,1,1,1,0
우정공원,1,0,1,1
월산근린공원,1,0,1,0
이사부광장,0,1,1,0
잠두봉공원,1,1,1,0
정선하늘공원,0,0,1,1
천은사계곡,0,1,0,0
철산공원,1,1,0,0
청정조각공원,0,1,1,0
칠연폭포,0,1,0,0
커널웨이수변공원,0,1,1,0
통영공설해수욕장,1,1,0,0
활성산,1,1,1,1
가야동계곡,0,1,1,0
가지산도립공원,0,1,1,0
감고개공원,1,0,1,0
개인산,1,1,1,0
경릉,1,0,1,1
경의선공원,1,0,0,0
공지천조각공원,1,0,1,0
광동청정습지,1,1,1,0
구로리공원,1,1,1,1
금강둔치공원,1,1,1,0
기곡해수욕장,1,1,0,0
길곡수변생태공원,1,1,1,0
김포한강생태공원,1,1,1,0
남이장군묘,1,0,1,0
내곡리체육공원,1,1,1,0
다람쥐공원,1,1,1,0
대방산,0,0,0,1
대왕산,1,0,1,1
동명근린공원,1,1,1,0
동화마을근린공원,1,1,0,0
두리공원,1,0,1,0
마애솔숲공원,0,1,1,0
명대계곡,0,1,0,0
밤골유원지,1,1,1,0
백석근린공원,1,1,1,0
백제왕릉원,1,1,1,0
부안스포츠파크,1,1,1,0
북한산생태숲,1,1,1,0
상동공원,1,1,1,0
선녀폭포,0,1,1,0
소선암공원,0,1,0,0
솔뫼공원,1,1,1,0
수리바위계곡,0,1,0,0
수성공원,1,1,1,0
숭인공원,1,1,0,1
안골공원,1,1,0,0
안도해수욕장,1,1,0,0
양구레포츠공원,1,1,1,0
오포해수욕장,0,1,0,0
용계계곡,0,1,0,0
용인시민체육공원,0,1,0,1
용지문화공원,1,1,0,0
원당공원,1,1,1,0
유릉,1,0,1,1
익근리계곡,0,1,0,0
익산시민공원,1,1,1,0
잔교리해수욕장,0,1,0,0
잠실유수지공원,1,1,1,0
중촌시민공원,1,1,1,0
지막계곡,0,1,0,0
천생산성,1,1,0,0
철망산근린공원,0,1,1,0
청도베이스볼파크,1,1,0,0
청호해수욕장,0,1,1,0
충주산성,1,0,1,0
포천체육공원,1,1,1,0
한들공원,1,1,0,0
화야산계곡,0,1,0,0
진도읍성,0,1,1,0
영주시자전거공원,0,1,1,0
강진천변생태호수공원,0,1,1,0
선도산,1,1,0,1
간절곶스포츠파크,1,1,0,0
관문성,1,0,0,0
구지공원,1,1,1,0
구천계곡,1,1,0,0
금곡공원,1,1,1,0
금사근린공원,1,1,0,0
금선계곡,0,1,0,0
도솔공원,1,0,1,0
동묘공원,1,0,1,0
동화울수변공원,1,1,1,0
된밭공원,1,1,1,0
마들근린공원,1,1,0,0
명장근린공원,0,1,1,0
모악산도립공원,0,1,1,0
묵정공원,1,1,0,0
문안산,1,1,1,0
바람개비동산,1,1,1,0
밤골어린이공원,1,1,0,0
봉두산,0,1,1,0
봉제산근린공원,1,0,0,0
부강생활체육공원,1,1,1,0
사동계곡,0,1,0,0
소구니계곡,0,1,0,0
송추폭포,0,1,0,0
쌍문근린공원,1,1,1,0
악견산,1,0,1,1
안악해수욕장,0,1,0,0
영운공원,1,0,1,1
영월강변저류지수변공원,0,1,1,0
용유담,0,1,1,0
작은후진해수욕장,0,1,0,0
장보고공원,1,1,1,0
장승공원,1,1,1,0
전포돌산공원,1,1,1,0
진부령유원지,0,1,0,0
통일아시아드공원,1,1,1,0
한뫼공원,1,1,1,0
화산공원,1,0,1,0
화장골계곡,0,1,0,0
황강레포츠공원,0,1,0,0
응복산,1,1,1,0
JC공원,1,1,1,0
남양체육공원,1,1,1,1
달마을공원,1,1,1,0
대덕공원,1,1,1,0
매화공원,1,0,0,0
무릉유원지,1,1,1,0
물건해수욕장,0,1,0,0
미숭산,1,1,0,0
방어산,1,0,1,1
벌말공원,1,1,1,0
부곡계곡,0,1,0,0
북촌돌하르방공원,1,1,1,0
산성공원,1,1,1,0
상계근린공원,1,0,0,1
상암문화광장,1,1,1,0
상주시생활체육공원,1,1,0,1
상촌계곡,0,1,0,0
새별공원,0,1,1,0
섬말공원,1,1,0,0
수도산체육공원,1,1,1,0
신장근린공원,1,0,0,0
심원정유원지,0,1,0,0
양재천근린공원,1,1,1,0
어민동산,1,1,1,0
에덴유원지,1,1,1,1
용담폭포,0,1,1,0
용문폭포,1,1,1,0
용소공원,1,0,1,0
울진공원,1,0,1,0
웅부공원,1,1,1,1
원천공원,1,1,1,0
작은내수변공원,1,0,1,0
장지공원,1,1,1,0
정광산,1,1,1,0
제주도세계지질공원,1,1,0,0
조치원체육공원,1,1,1,0
주암호생태습지,1,1,1,0
지영체육공원,1,1,1,1
초록공원,1,1,1,0
층층폭포,0,1,0,1
큰골계곡,0,1,0,0
한얼공원,1,1,1,0
효사정공원,1,1,1,0
장동만남공원,0,0,1,0
가재울공원,1,1,1,0
검암공원,1,1,1,0
경명공원,1,1,0,0
계림계곡,0,1,0,0
골마을근린공원,1,1,1,0
관음산,0,1,1,1
광진해수욕장,0,1,0,0
금갑해수욕장,0,1,0,0
난영공원,0,1,1,0
남악공원,1,0,1,0
다사근린공원,1,1,1,0
단풍산,0,0,1,0
대곡공원,1,1,1,0
대항해수욕장,0,1,0,0
덕계공원,1,0,0,1
면봉산,1,1,1,1
목도강변유원지,1,1,1,0
무궁화테마파크,0,1,1,0
문정근린공원,1,1,1,0
문학공원,1,1,1,0
미리내공원,1,1,1,0
바위공원,1,1,0,0
봉황계곡,0,1,0,0
북한강유원지,0,1,0,0
상대포역사공원,1,1,1,0
서덕출공원,1,1,0,0
서봉숲속공원,1,1,0,0
석류공원,1,1,1,0
석천공원,1,1,1,0
약수산,1,1,0,0
오음산,1,1,1,0
용계골,1,1,0,0
울산시민공원,1,1,1,0
웅천공원,1,1,1,0
원팅이골,0,1,0,0
은선폭포,0,1,1,0
이태원부군당역사공원,1,1,1,0
일자산공원,1,0,1,0
장대공원,1,1,1,0
조봉,1,0,0,0
죽미령평화공원,0,0,1,0
중마루공원,1,0,1,0
지사울공원,1,1,1,1
천당폭포,0,1,1,0
천수만철새도래지,0,1,1,1
첨단생활체육공원,1,1,0,0
팽성레포츠공원,1,1,0,0
하모체육공원,1,0,1,0
호구산,1,0,0,1
호암근린공원,1,1,1,0
만정리유적공원,0,1,1,0
무궁화학습원,0,1,1,0
가마소계곡,0,1,0,0
고흥만방조제공원,0,1,1,0
구수골계곡,0,1,0,0
궁산근린공원,1,1,1,0
금박산,0,0,1,1
금병공원,1,1,1,0
금호강생태공원,1,1,1,0
남가람공원,0,1,1,1
대구체육공원,1,0,1,0
대진1리해수욕장,0,1,0,0
대화공원,1,1,1,0
덕천공원,1,0,0,1
덕풍공원,1,1,1,0
도시자연공원,1,1,1,1
등나무근린공원,1,0,1,0
마천공원,1,1,1,0
맹동산,0,1,1,0
문막체육공원,1,1,1,0
문학대공원,1,1,1,0
밀양읍성,1,0,0,0
백골공원,1,1,1,0
백석생활체육공원,1,1,0,0
보개산,1,1,1,1
부산성,1,1,1,0
사동유원지,0,1,0,0
산들공원,1,1,0,1
산새공원,1,1,1,0
산청공원,1,1,1,0
새아침공원,1,1,1,0
서운공원,1,0,1,0
석림사계곡,0,1,0,0
선유구곡,1,1,0,0
선자산,1,0,0,0
성산동고분군전시관,0,1,1,0
송도센트럴공원,1,1,1,0
송전레스피아,1,1,1,0
신림근린공원,1,1,0,0
아차산공원,1,1,1,0
앞산빨래터공원,1,1,1,0
양각산,1,1,1,1
여성가족공원,0,1,1,0
역삼개나리공원,1,1,0,0
연소해수욕장,1,1,0,0
영월근린공원,1,1,1,0
용담댐조각공원,1,1,1,0
용머리공원,1,1,1,0
용천계곡,0,1,0,0
월롱체육공원,1,1,1,1
유동둔치휴양지,0,1,1,0
일직수변공원,1,1,1,0
정글대탐험,0,1,1,1
정릉유원지,1,1,1,0
제주남이섬,1,1,1,0
창녕문화공원,1,1,1,0
측도해변,0,1,1,0
탐라신화공원,1,1,1,0
파평체육공원,1,1,0,0
학포수변생태공원,1,1,1,0
해양낚시공원,1,0,1,0
호도해수욕장,0,1,0,0
